(0.000, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(17.321, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(34.641, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(51.962, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(69.282, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(86.603, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(103.923, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(121.244, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(138.564, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(155.885, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(8.660, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(25.981, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(43.301, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(60.622, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(77.942, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(95.263, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(112.583, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(129.904, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(147.224, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
(164.545, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|DisposedBlack
options
10,10
(1, 1)
(7, 2)
(2, 5)
-
-

