(164.545, 0.000, 15.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(0.000, 10.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(17.321, 10.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(34.641, 10.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(51.962, 10.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(69.282, 10.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(86.603, 0.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(103.923, 0.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(121.244, 0.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(138.564, 0.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(155.885, 0.000, 30.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(8.660, 10.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(25.981, 10.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(43.301, 10.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(60.622, 10.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(77.942, 10.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(95.263, 0.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(112.583, 0.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(129.904, 0.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(147.224, 0.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(164.545, 0.000, 45.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(0.000, 10.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(17.321, 10.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(34.641, 10.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(51.962, 10.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(69.282, 10.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Grass
(86.603, 0.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(103.923, 0.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(121.244, 0.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(138.564, 0.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(155.885, 0.000, 60.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(8.660, 0.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(25.981, 0.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(43.301, 0.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(60.622, 0.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(77.942, 0.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(95.263, -10.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(112.583, -10.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(129.904, -10.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(147.224, -10.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(164.545, -10.000, 75.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(0.000, 0.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(17.321, 0.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(34.641, 0.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(51.962, 0.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(69.282, 0.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(86.603, -10.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(103.923, -10.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(121.244, -10.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(138.564, -10.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(155.885, -10.000, 90.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(8.660, 0.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(25.981, 0.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(43.301, 0.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(60.622, 0.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(77.942, 0.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(95.263, -10.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(112.583, -10.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(129.904, -10.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(147.224, -10.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(164.545, -10.000, 105.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(0.000, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(17.321, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(34.641, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(51.962, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(69.282, 0.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(86.603, -10.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(103.923, -10.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(121.244, -10.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(138.564, -10.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(155.885, -10.000, 120.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(8.660, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(25.981, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(43.301, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(60.622, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(77.942, 0.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Default
(95.263, -10.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(112.583, -10.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(129.904, -10.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(147.224, -10.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
(164.545, -10.000, 135.000)|(-0.707, 0.000, 0.000, 0.707)|(1.000, 1.000, 1.000)|Water
options
10,10
(9, 0)
(-4, 9)
